id,name,latitude,longitude,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
C32001,"Roxbury Crossing T Stop - Columbus Ave at Tremont St",42.331184,-71.095171,42.330999,-71.095753,0.99,rooftop,1163,"Columbus Ave",,,"Roxbury Crossing",MA,"Suffolk County",02120,US,"City of Boston"
294,"Deerfield St at Commonwealth Ave (former)",42.349205689770685,-71.09727063041646,42.349239,-71.097051,1,rooftop,541,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
257,"Codman Square Library (former)",42.2873611,-71.0711111,42.287449,-71.071431,1,rooftop,691-691H,"Washington St",,,Boston,MA,"Suffolk County",02124,US,"City of Boston"
BCBS02,"BCBS Quincy",42.276005,-71.03925,42.275756,-71.039897,0.99,rooftop,1,"Enterprise Dr",,,Quincy,MA,"Norfolk County",02171,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
W32006,"160 Arsenal St",42.364683151,-71.175461292,42.364397,-71.175638,1,rooftop,24,"Beacon Park",,,Watertown,MA,"Middlesex County",02472,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
99,"Wilson Square",42.38567578752914,-71.11412136298895,42.38588,-71.113914,1,rooftop,701,"Somerville Ave",,,Somerville,MA,"Middlesex County",02143,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
T32013,"Community Life Center",42.520136,-70.906271,42.519863,-70.906081,1,rooftop,164,"Federal St",,,Salem,MA,"Essex County",01970,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
370,"Dartmouth St at Newbury St",42.35096144421219,-71.07782810926437,42.351129,-71.077581,1,rooftop,277,"Dartmouth St",,,Boston,MA,"Suffolk County",02116,US,"City of Boston"
432,"Centre St at W. Roxbury Post Office",42.286331991127746,-71.15344755369732,42.286427,-71.153804,1,rooftop,1834R,"Centre St",,,"West Roxbury",MA,"Suffolk County",02132,US,"City of Boston"
C32012,"Andrew T Stop - Dorchester Ave at Dexter St",42.33073332585453,-71.05699850837482,42.330706,-71.057115,1,rooftop,2,"Humboldt Pl",,,"South Boston",MA,"Suffolk County",02127,US,"City of Boston"
E32011,"The Dimock Center",42.319376349,-71.096344113,42.319669,-71.096554,1,rooftop,41-55,"Dimock St",,,Boston,MA,"Suffolk County",02119,US,"City of Boston"
339,"Archdale Rd at Washington St",42.29266592872725,-71.12119538714069,42.29273,-71.121062,1,rooftop,3990,"Washington St",,,Roslindale,MA,"Suffolk County",02131,US,"City of Boston"
43,"Rowes Wharf at Atlantic Ave",42.357143,-71.050699,42.357022,-71.051016,1,rooftop,375W,"Atlantic Ave",,,Boston,MA,"Suffolk County",02110,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
A32002,"Commonwealth Ave at Agganis Way",42.351686001,-71.118997097,42.351929,-71.119081,1,rooftop,961,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
D32043,"Harrison Ave at Bennet St",42.34942609892521,-71.06209959843909,42.349379,-71.062241,1,rooftop,171,"Harrison Ave",,,Boston,MA,"Suffolk County",02111,US,"City of Boston"
487,"Community Path at Lowell St",42.392525,-71.105587,42.39208,-71.105476,0.99,rooftop,259,"Lowell St",,,Somerville,MA,"Middlesex County",02144,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
F32007,"West Medford Square (Bower St at Harvard Ave)",42.420720577,-71.133489609,42.420625,-71.133202,1,rooftop,26,"Harvard Ave",,,Medford,MA,"Middlesex County",02155,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
A32055,"Airport T Stop - Bremen St at Brooks St",42.375353774222354,-71.03131771093103,42.375369,-71.031621,1,rooftop,4,"Brooks St",,,"East Boston",MA,"Suffolk County",02128,US,"City of Boston"
C32062,"Ashmont T Stop",42.2856944,-71.0641389,42.285639,-71.063971,1,rooftop,195,"Ashmont St",,,"Dorchester Center",MA,"Suffolk County",02124,US,"City of Boston"
M32044,"Huron Ave At Vassal Lane",42.381650612901176,-71.13426981498378,42.381764,-71.134263,1,rooftop,151,"Appleton St",,,Cambridge,MA,"Middlesex County",02138,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
M32069,"Smith Pl at Wilson Rd",42.39239749145834,-71.15058331757609,42.392467,-71.150084,1,rooftop,10,"Wilson Rd",,,Cambridge,MA,"Middlesex County",02138,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
119,"South Boston Library - 646 E Broadway",42.335741,-71.03877,42.335785,-71.038715,1,rooftop,646,"E Broadway",,,"South Boston",MA,"Suffolk County",02127,US,"City of Boston"
V32008,"Broadway at Maple St",42.410346909767846,-71.05260457852637,42.410572,-71.052511,1,rooftop,560,Broadway,,,Everett,MA,"Middlesex County",02149,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
C32003,"Back Bay T Stop - Dartmouth St at Stuart St",42.34807412317439,-71.07657015323639,42.347918,-71.076728,1,nearest_street,,I-90,,,Boston,MA,"Suffolk County",02116,US,"TIGER/Line® dataset from the US Census Bureau"
C32022,"Newmarket Square T Stop - Massachusetts Ave at Newmarket Square",42.326599,-71.066498,42.326388,-71.06689,1,rooftop,1071,"Massachusetts Ave",,,Boston,MA,"Suffolk County",02118,US,"City of Boston"
67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,42.358217,-71.093367,1,rooftop,40,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
S32040,"Community Path at Lowell St",42.392525,-71.105587,42.39208,-71.105476,0.99,rooftop,259,"Lowell St",,,Somerville,MA,"Middlesex County",02144,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
M32029,"Porter Square Station",42.387995,-71.119084,42.388019,-71.11907,1,rooftop,1867,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
102,"Powder House Circle - Nathan Tufts Park",42.400877,-71.116772,42.400512,-71.116471,1,rooftop,838,Broadway,,,Somerville,MA,"Middlesex County",02144,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
201,"NCAAA - Walnut Ave at Crawford St",42.316902,-71.091946,42.316809,-71.091501,1,rooftop,165,"Crawford St",,,Dorchester,MA,"Suffolk County",02121,US,"City of Boston"
A32056,"Riverway at Brookline Ave",42.33661005730433,-71.11004680395126,42.337099,-71.109951,0.99,rooftop,110,"Francis St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
D32013,"Boylston St at Berkeley St",42.3511419825475,-71.07329249382019,42.350849,-71.073111,1,rooftop,222,"Berkeley St",,,Boston,MA,"Suffolk County",02116,US,"City of Boston"
E32006,"Jackson Square T Stop",42.32293117195949,-71.10014140605927,42.322994,-71.09988,1,rooftop,245,"Centre St",,,Roxbury,MA,"Suffolk County",02119,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
B32031,"Bowdoin St at Quincy St",42.30785224238503,-71.06512248516083,42.308019,-71.065361,1,rooftop,314,"Bowdoin St",,,Dorchester,MA,"Suffolk County",02122,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
92,"University of Massachusetts Boston - Campus Center",42.31218918475612,-71.03648586203235,42.313141,-71.038053,0.98,rooftop,425-429,"Mt Vernon St",,,Boston,MA,"Suffolk County",02125,US,"City of Boston"
278,"Centre St at Seaverns Ave (former)",42.312120283566095,-71.11429806807791,42.312199,-71.114441,1,rooftop,677,"Centre St",,,"Jamaica Plain",MA,"Suffolk County",02130,US,"City of Boston"
31,"Seaport Hotel - Congress St at Seaport Ln",42.34881026188269,-71.04167744055303,42.349263,-71.041756,0.99,rooftop,181-197,"Northern Ave",,,Boston,MA,"Suffolk County",02210,US,"City of Boston"
A32001,"Union Square - Brighton Ave at Cambridge St",42.353334,-71.137313,42.353133,-71.137455,1,rooftop,500,"Cambridge St",,,Allston,MA,"Suffolk County",02134,US,"City of Boston"
173,"Savin Hill T Stop - S Sydney St at Bay St",42.3106,-71.0539,42.310688,-71.053609,1,rooftop,24-140,"S Sydney St",,,Boston,MA,"Suffolk County",02125,US,"City of Boston"
C32009,"Dorchester Ave at Gillette Park",42.344040510016356,-71.05737626552582,42.343895,-71.05768,1,rooftop,20,"Foundry St",,,Boston,MA,"Suffolk County",02127,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
124,"Curtis Hall - South St at Centre St",42.309054,-71.11543,42.309146,-71.115829,1,rooftop,5,"South St",,,"Jamaica Plain",MA,"Suffolk County",02130,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
279,"Williams St at Washington St",42.306539,-71.107669,42.306449,-71.107231,1,rooftop,3484,"Washington St",,,"Jamaica Plain",MA,"Suffolk County",02130,US,"City of Boston"
179,"MIT Vassar St",42.355601213279265,-71.10394477844238,42.355382,-71.103952,1,rooftop,290,"Vassar St",,,Cambridge,MA,"Middlesex County",02139,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
D32054,"The Overlook at St. Gabriel's",42.34679008347347,-71.14549813806661,42.346436,-71.145784,1,rooftop,161A,"Washington St",,,Brighton,MA,"Suffolk County",02135,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
329,"Washington St at Myrtle St",42.3817508,-71.0839523,42.381896,-71.08374,1,rooftop,5,"Myrtle St",,,Somerville,MA,"Middlesex County",02145,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
3,"Colleges of the Fenway - Fenway at Avenue Louis Pasteur",42.34011512249236,-71.10061883926392,42.339622,-71.100898,0.99,rooftop,2,"Ave Louis Pasteur",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
509,"Nichols Ave. at Watertown Greenway",42.36762048745005,-71.1565663665533,42.367456,-71.156199,1,rooftop,70,"Nichols Ave",,,Watertown,MA,"Middlesex County",02472,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
535,Auburndale,42.34805541493346,-71.2477594614029,42.347805,-71.247842,1,rooftop,2104,"Commonwealth Ave",,,Auburndale,MA,"Middlesex County",02466,US,"Town of Newton"
E32008,"Centre St at Seaverns Ave",42.3121203,-71.1142981,42.312199,-71.114441,1,rooftop,677,"Centre St",,,"Jamaica Plain",MA,"Suffolk County",02130,US,"City of Boston"
504,"Bellingham Square",42.3931961102951,-71.03344559669495,42.392995,-71.033408,1,rooftop,477,Broadway,,,Chelsea,MA,"Suffolk County",02150,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
K32003,"Brookline Village - Station Street at MBTA",42.33274392304887,-71.11626680949485,42.332329,-71.116078,1,rooftop,4,"Brookline Pl",,,Brookline,MA,"Norfolk County",02445,US,"City of Brookline"
M32081,"Gore Street at Lambert Street",42.373101115,-71.086162806,42.373168,-71.085813,1,rooftop,165,"Gore St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
98,"Warren St at Chelsea St",42.371848,-71.060292,42.371957,-71.059999,1,rooftop,1,"Warren St",,,Charlestown,MA,"Suffolk County",02129,US,"City of Boston"
343,"Morton St T",42.280725142920296,-71.08617242434775,42.280939,-71.086111,1,rooftop,855,"Morton St",,,Mattapan,MA,"Suffolk County",02126,US,"City of Boston"
A32017,"Commonwealth Ave at Griggs St",42.34927094,-71.132718682,42.349177,-71.13246,1,rooftop,1266,"Commonwealth Ave",,,Allston,MA,"Suffolk County",02134,US,"City of Boston"
C32032,"Congress St at Northern Ave",42.3481,-71.03764,42.347793,-71.037572,1,rooftop,899,"Congress St",,,Boston,MA,"Suffolk County",02210,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
A32045,"Boston Landing",42.356560923089404,-71.14167537549292,42.356606,-71.141634,1,rooftop,178-180,"Guest St",,,Brighton,MA,"Suffolk County",02135,US,"City of Boston"
B32010,"Kenmore Square",42.348706,-71.097009,42.348485,-71.09684,1,rooftop,540-548,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
296,"Farragut Rd at E. 6th St",42.3334,-71.02495,42.333439,-71.025291,1,rooftop,145,"Farragut Rd",,,"South Boston",MA,"Suffolk County",02127,US,"City of Boston"
W32005,"Watertown City Hall",42.36759307632294,-71.18751436471939,42.367866,-71.187469,1,rooftop,149,"Main St",,,Watertown,MA,"Middlesex County",02472,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
42,"Boylston St at Arlington St",42.35200960743121,-71.07060294892108,42.351749,-71.070361,1,rooftop,320,"Boylston St",,,Boston,MA,"Suffolk County",02116,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
406,"Somerville City Hall Annex",42.39189811591863,-71.09745375830244,42.391793,-71.097242,1,rooftop,50,"Evergreen Ave",,,Somerville,MA,"Middlesex County",02145,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
255,"Park St at Norwell St",42.29442578670662,-71.07821760713703,42.294299,-71.078261,1,rooftop,233-235,"Norwell St",,,Boston,MA,"Suffolk County",02124,US,"City of Boston"
M32063,"Sennott Park Broadway at Norfolk Street",42.36860524248197,-71.09930185605663,42.368747,-71.099072,1,rooftop,293,Broadway,,,Cambridge,MA,"Middlesex County",02139,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
140,"Danehy Park",42.388966,-71.132788,42.38904,-71.132445,1,rooftop,100,"Sherman St",,,Cambridge,MA,"Middlesex County",02140,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
578,"Tufts Sq - Main St at Medford St",42.401697,-71.106128,42.401896,-71.105756,1,rooftop,470,"Main St",,,Medford,MA,"Middlesex County",02155,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
K32002,"Beacon St at Tappan St",42.338207603,-71.139080286,42.338111,-71.138934,1,rooftop,1705,"Beacon St",,,Brookline,MA,"Norfolk County",02445,US,"City of Brookline"
273,"Forest Hills",42.300923,-71.114249,42.301018,-71.114584,1,rooftop,23,"South St",,,"Jamaica Plain",MA,"Suffolk County",02130,US,"City of Boston"
281,"Medford St at Charlestown BCYF (former)",42.380584,-71.060875,42.380846,-71.061038,1,rooftop,255,"Medford St",,,Charlestown,MA,"Suffolk County",02129,US,"City of Boston"
D32058,"Brighton Ave at Linden St",42.3528376,-71.1296752,42.352956,-71.129616,1,rooftop,89,"Brighton Ave",,,Allston,MA,"Suffolk County",02134,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
A32005,"Brighton Mills - 370 Western Ave",42.361518621,-71.137766361,42.361594,-71.137945,1,rooftop,112,"Telford St",,,Brighton,MA,"Suffolk County",02135,US,"City of Boston"
C32056,"Tremont St at Northampton St",42.338431795290944,-71.08169049924982,42.338409,-71.081521,1,rooftop,808-808A,"Tremont St",,,Boston,MA,"Suffolk County",02118,US,"City of Boston"
C32078,"Northbourne Rd at Hyde Park Ave",42.29118034790426,-71.117736660035,42.291369,-71.117481,1,rooftop,300,"Hyde Park Ave",,,"Jamaica Plain",MA,"Suffolk County",02130,US,"City of Boston"
E32016,"Commonwealth Ave at Naples Rd",42.351911,-71.123798,42.351769,-71.123891,1,rooftop,1086,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
C32068,"Melnea Cass Blvd at Hampden St",42.330982,-71.075526,42.330803,-71.075011,1,rooftop,63,"Hampden St",,,Roxbury,MA,"Suffolk County",02119,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
178,"MIT Pacific St at Purrington St",42.35957320109044,-71.10129475593567,42.359329,-71.100967,1,rooftop,1,"Waverly St",,,Cambridge,MA,"Middlesex County",02139,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
378,"191 Beacon St",42.38032335045416,-71.10878612855231,42.380473,-71.108763,1,rooftop,79,"Park St",,,Somerville,MA,"Middlesex County",02143,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
B32063,"St. Alphonsus St at Tremont St",42.33329254719182,-71.10124647617339,42.333479,-71.101661,1,rooftop,1575,"Tremont St",,,"Roxbury Crossing",MA,"Suffolk County",02120,US,"City of Boston"
105,"Lower Cambridgeport at Magazine St / Riverside Rd",42.357218503176526,-71.1138716340065,42.357172,-71.11431,1,rooftop,730,"Memorial Dr",,,Cambridge,MA,"Middlesex County",02139,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
M32068,"Graham and Parks School – Linnaean St at Walker St",42.38294430172271,-71.12449831038248,42.38298,-71.124263,1,rooftop,137,"Linnaean St",,,Cambridge,MA,"Middlesex County",02138,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
382,MTL-ECO4-01,0.0,0.0,0,0,0,,,,,,,,,,,
V32014,"Wellington MBTA",42.4023682,-71.07573182424781,42.403623,-71.074058,0.98,rooftop,99,"Revere Beach Pkwy",,,Medford,MA,"Middlesex County",02155,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
S32020,"Somerville Hospital",42.390446,-71.108566,42.390312,-71.108656,1,rooftop,226,"Highland Ave",,,Somerville,MA,"Middlesex County",02143,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
C32103,"Morton St at Gallivan Blvd",42.278747,-71.080286,42.278609,-71.080591,1,rooftop,981-993,"Morton St",,,Mattapan,MA,"Suffolk County",02126,US,"City of Boston"
446,"700 Commonwealth Ave.",42.34960945333059,-71.10391523698127,42.349369,-71.104021,1,rooftop,700,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
M32054,"699 Mt Auburn St",42.37500235137831,-71.14871613699506,42.375065,-71.148746,1,rooftop,699,"Mt Auburn St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
407,"Craigie at Summer St",42.38831607584243,-71.1106824874878,42.388388,-71.110863,1,rooftop,216,"Summer St",,,Somerville,MA,"Middlesex County",02143,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
M32040,"University Park",42.362661242,-71.100089431,42.362691,-71.100102,1,rooftop,13,"Sidney St",,,Cambridge,MA,"Middlesex County",02139,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
C32034,"Watermark Seaport - Boston Wharf Rd at Seaport Blvd",42.351586001198456,-71.04569256305693,42.351723,-71.046116,1,rooftop,77-91,"Seaport Blvd",,,Boston,MA,"Suffolk County",02210,US,"City of Boston"
E32017,"Butler T Stop",42.272548,-71.062882,42.272436,-71.062504,1,rooftop,64,"Butler St",,,"Dorchester Center",MA,"Suffolk County",02124,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
S32023,"30 Dane St",42.38100143038052,-71.10402522613185,42.380746,-71.104201,1,rooftop,34,"Dane St",,,Somerville,MA,"Middlesex County",02143,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
C32013,"JFK/UMass T Stop",42.320263505,-71.051109314,42.319914,-71.051249,1,rooftop,25,"William T Morrissey Blvd",,,Dorchester,MA,"Suffolk County",02125,US,"City of Boston"
E32001,"Curtis Hall - South St at Centre St",42.309054,-71.11543,42.309146,-71.115829,1,rooftop,5,"South St",,,"Jamaica Plain",MA,"Suffolk County",02130,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
D32022,"West End Park",42.36590788445084,-71.06446668505669,42.365419,-71.064331,0.99,rooftop,42,"Lomasney Way",,,Boston,MA,"Suffolk County",02114,US,"City of Boston"
393,"Swan St. Park",42.412504507772105,-71.05842225271772,42.412258,-71.057958,1,rooftop,59,"Swan St",,,Everett,MA,"Middlesex County",02149,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
391,Encore,42.39329263225162,-71.0724475979805,42.391523,-71.070556,0.97,rooftop,172,"Alford St",,,Charlestown,MA,"Suffolk County",02129,US,"City of Boston"
M32039,"Lesley University",42.38674802045056,-71.11901879310608,42.386781,-71.119369,1,rooftop,1810,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
170,"Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave",42.303469,-71.085347,42.303527,-71.085582,1,rooftop,605,"Blue Hill Ave",,,Dorchester,MA,"Suffolk County",02121,US,"City of Boston"
593,"Boynton Yards at 101 South Street",42.375447604963405,-71.09117388747109,42.375133,-71.09112,1,rooftop,101,"South St",,,Somerville,MA,"Middlesex County",02143,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
274,"Bennington St at Constitution Beach (former)",42.385249,-71.010601,42.385091,-71.010763,1,rooftop,765,"Bennington St",,,"East Boston",MA,"Suffolk County",02128,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
M32038,"Harvard University River Houses at DeWolfe St / Cowperthwaite St",42.369175076,-71.117008924,42.369397,-71.116839,1,rooftop,28,"Dewolfe St",,,Cambridge,MA,"Middlesex County",02138,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
476,"Boylston St at Charles St",42.3525760946701,-71.06764405041758,42.352221,-71.067952,1,rooftop,200,"Boylston St",,,Boston,MA,"Suffolk County",02116,US,"City of Boston"
C32005,"Washington St at Lenox St",42.3350989929096,-71.07903778553009,42.335319,-71.078901,1,rooftop,1855,"Washington St",,,Boston,MA,"Suffolk County",02118,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
39,"Washington St at Rutland St",42.338514601785995,-71.07404083013535,42.338893,-71.073942,1,rooftop,1553,"Washington St",,,Boston,MA,"Suffolk County",02118,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
550,"Somerville High School & Central Library",42.3864,-71.09601,42.386852,-71.096023,0.99,rooftop,81,"Highland Ave",,,Somerville,MA,"Middlesex County",02143,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
B32023,"MLK Blvd at Washington St",42.32143814183195,-71.09126061201096,42.321082,-71.091456,1,rooftop,135,"Martin Luther King Jr Blvd",,,Boston,MA,"Suffolk County",02119,US,"City of Boston"
W32004,"Arsenal Yards",42.36277388549605,-71.15764854490408,42.362208,-71.15711,0.99,rooftop,87,"Arsenal Yards Blvd",,,Watertown,MA,"Middlesex County",02472,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
A32013,"Surface Rd at India St",42.358155,-71.052163,42.358308,-71.051771,1,rooftop,559,"Atlantic Ave",,,Boston,MA,"Suffolk County",02110,US,"City of Boston"
334,"Mass Ave at Hadley/Walden",42.39120971915856,-71.12260755160605,42.391054,-71.122924,1,rooftop,2050,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
443,"Whittier St Health Center",42.332862884862635,-71.09218861916816,42.332753,-71.091969,1,rooftop,1290,"Tremont St",,,"Roxbury Crossing",MA,"Suffolk County",02120,US,"City of Boston"
B32022,"Roxbury YMCA - Warren St at MLK Blvd",42.31787329345602,-71.08243077993393,42.317887,-71.082593,1,rooftop,285,"Martin Luther King Jr Blvd",,,Boston,MA,"Suffolk County",02119,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
M32047,"Sidney Research Campus/Erie Street at Waverly",42.35775309465199,-71.10393404960632,42.357818,-71.103806,1,rooftop,21,"Erie St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
M32027,"Binney St / Sixth St",42.36608797388682,-71.08633603909765,42.365651,-71.086567,0.99,rooftop,14,"Cambridge Ctr",,,Cambridge,MA,"Middlesex County",02142,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
M32004,"Kendall T",42.362427842912396,-71.08495473861694,42.362448,-71.085138,1,rooftop,16,Broadway,,,Cambridge,MA,"Middlesex County",02142,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
567,"Brighton Ave at Linden St",42.3528376,-71.1296752,42.352956,-71.129616,1,rooftop,89,"Brighton Ave",,,Allston,MA,"Suffolk County",02134,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
479,"Galileo Galilei Way at Main Street",42.363003781560096,-71.08974037706501,42.363046,-71.089631,1,rooftop,9,"Cambridge Ctr",,,Cambridge,MA,"Middlesex County",02142,US,"City of Cambridge"
D32011,"Stuart St at Charles St",42.351146,-71.066289,42.351307,-71.066452,1,rooftop,143,"Stuart St",,,Boston,MA,"Suffolk County",02116,US,"City of Boston"
205,"Bowdoin St at Quincy St",42.30785224238503,-71.06512248516083,42.308019,-71.065361,1,rooftop,314,"Bowdoin St",,,Dorchester,MA,"Suffolk County",02122,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
232,"Four Corners - 157 Washington St",42.304127927390155,-71.07929527759552,42.304143,-71.079458,1,rooftop,155,"Washington St",,,Dorchester,MA,"Suffolk County",02121,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
A32037,"Washington St at Egremont Rd",42.34286835071959,-71.14127840855872,42.34258,-71.141251,1,rooftop,16-20,"Washington St",,,Boston,MA,"Suffolk County",02108,US,"City of Boston"
M32018,"Harvard Square at Mass Ave/ Dunster",42.373268,-71.118579,42.373059,-71.118633,1,rooftop,1360,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
C32094,"2 Hummingbird Lane at Olmsted Green",42.28887,-71.095003,42.288801,-71.095304,1,rooftop,2-6,"W Main St",,,"Dorchester Center",MA,"Suffolk County",02124,US,"City of Boston"
386,"Sennott Park Broadway at Norfolk Street",42.36860524248197,-71.09930185605663,42.368747,-71.099072,1,rooftop,293,Broadway,,,Cambridge,MA,"Middlesex County",02139,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
394,"Broadway at Maple St",42.410346909767846,-71.05260457852637,42.410572,-71.052511,1,rooftop,560,Broadway,,,Everett,MA,"Middlesex County",02149,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
113,"Andrew T Stop - Dorchester Ave at Dexter St",42.33073332585453,-71.05699850837482,42.330706,-71.057115,1,rooftop,2,"Humboldt Pl",,,"South Boston",MA,"Suffolk County",02127,US,"City of Boston"
181,"Huron Ave At Vassal Lane",42.381650612901176,-71.13426981498378,42.381764,-71.134263,1,rooftop,151,"Appleton St",,,Cambridge,MA,"Middlesex County",02138,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
135,"ID Building East",42.344827,-71.028664,42.345045,-71.028069,0.99,rooftop,32,"Dry Dock Ave",,,Boston,MA,"Suffolk County",02210,US,"City of Boston"
117,"Binney St / Sixth St",42.36608797388682,-71.08633603909765,42.365651,-71.086567,0.99,rooftop,14,"Cambridge Ctr",,,Cambridge,MA,"Middlesex County",02142,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
D32028,"Brighton Center - Washington St at Cambridge St",42.34894857235593,-71.15027189254761,42.348669,-71.150501,1,rooftop,288,"Washington St",,,Brighton,MA,"Suffolk County",02135,US,"City of Boston"
146,"Murphy Skating Rink - 1880 Day Blvd",42.336448,-71.023739,42.336935,-71.023983,0.99,rooftop,1880,"William J Day Blvd",,,"South Boston",MA,"Suffolk County",02127,US,"City of Boston"
M32092,"Elevate at One Leighton",42.369931,-71.073526,42.370074,-71.073392,1,rooftop,1,"Leighton St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
